Recency_of_Purchase,Frequency_of_Purchases,Amount_Spent,Clusters
-0.3600375807964405,0.5111078413952038,0.780475313433155,1
0.9217768921319912,-0.2819268528579852,-0.2661665094805874,0
0.716964624751542,-0.5116211541663576,-0.4735034545432215,0
0.8138113107440617,-0.4650475173029242,-0.3484852323347701,0
-0.1930509196894493,0.2230068355618926,0.9555099652540148,2
-0.3992516915134191,0.6293391802678859,0.6667310424777138,1
0.8849133016944941,-0.3388507880932257,-0.3195443504315937,0
-0.2761184156227714,0.6678788721427834,0.6911558671524491,1
0.2398209235459506,-0.7591828231263275,-0.6050845938375118,0
0.9396247822828055,-0.2820003037581014,-0.1938584462960758,0
-0.6397708429679636,-0.549377850380962,-0.5374730188566258,0
-0.2235354689165858,0.6004877144839521,0.7677541265861628,1
0.920473914148128,-0.2947718907321137,-0.2565878130524506,0
-0.7110183431074873,-0.5290407319870649,-0.4632157377111384,0
-0.6670453237429396,-0.5674124556292577,-0.4827977229331684,0
-0.1735922343881872,-0.7740001436622986,-0.6089248835208311,0
-0.6189837651806964,-0.5633590645935939,-0.5472528325947333,0
0.921080064269842,-0.3094949849250705,-0.2362718127726921,0
-0.1586267008130369,-0.69614088610618,-0.700161007540747,0
-0.5111451330874077,0.5826524399202702,0.6318597844269029,1
-0.5572690612934542,0.5852271728043549,0.5890334027341184,1
0.7222194107348698,-0.552797430661787,-0.4157091812932498,0
0.8873400444669503,-0.3384210158841641,-0.3132073777760052,0
0.908086055938371,-0.3051288276618007,-0.2868381312518068,0
-0.3844446341808298,-0.7541861487728414,-0.532358503499998,0
0.946129915003828,-0.2466448189440712,-0.2097725368652807,0
-0.6181315926220237,-0.6979691161702548,-0.361597078355279,0
-0.3842487127086593,-0.6941877845511557,-0.6086511698515797,0
0.8239088083893472,-0.4445715311727435,-0.3514689589838172,0
-0.1665247357122843,0.6817239575990461,0.7124057537888417,1
-0.4439719087499278,0.6433739994992091,0.6236656484121419,1
0.3347152064631496,-0.7155611788141071,-0.6131377740251344,0
-0.372156956191026,-0.7091132049389438,-0.5988803407525166,0
-0.8004244616989084,-0.4055859618822752,-0.4413849891399144,0
0.0816090847283171,-0.7300145096824977,-0.6785416515902533,0
-0.2195479895618101,-0.7822527827532723,-0.5829916501581556,0
0.8213165299715924,-0.4128077363258901,-0.3937371336626971,0
-0.7282905969531481,-0.5593748762667144,-0.3958441033932741,0
-0.1707050771797707,0.6489130968871818,0.7414658247777409,1
-0.4249082041457308,-0.6654464542002128,-0.6137051691504757,0
-0.1616170110116199,0.5356419973218215,0.8288350815794175,1
-0.2367506299038623,0.18803755162171,0.9532004083193824,2
-0.2194063364679192,0.6745310675111678,0.704889139141731,1
-0.1509092450627073,-0.6598664798527649,-0.7360724342898084,0
0.0982887023478682,-0.7759408114334589,-0.6231012663626655,0
-0.3486295299858944,0.5040700821498989,0.790171375780728,1
0.9053234650344196,-0.3042005608765996,-0.2963974399694334,0
-0.6460080223747017,-0.5398014523761497,-0.5397110588454959,0
-0.3126889133982917,0.5132011966655559,0.7992810364188788,1
-0.5259784430189608,-0.6241956032907704,-0.5776906839406544,0
